"","cat.val","num.trips","alpha","x.min","av","v1"
"1","Kern- u. Grostdte (kreisf. Stdte u. Oberz. >=100.000 E.)",53011,2.12729625277364,29.3999996185303,9.98518231176668,1312.92395039004
"2","Mittelstdte (sonstige OZ/MZ (stdtisch od. gemischt gepr.))",53038,2.35475552349737,30.3799991607666,10.6206012608679,1329.71490742217
"3","Kleinstdte (sonstige MZ od. stdtisch geprgte Gemeinden)",23433,2.41481020959944,43.3199996948242,10.5207472194036,1202.28387006869
