"","Fahrrad","keine Angabe","MIV (Fahrer)","MIV (Mitfahrer)","PV","zu Fu"
"intra.mode.shares",11.9092126284742,0.00388090787371526,38.0632976074203,14.73386674256,6.98628099066642,28.3034611230054
"inter.mode.shares",1.83161840104664,0.00707188571832679,58.6047169477741,24.6773452141013,14.5680845797532,0.311162971606379
