log10.xvals,log10.ccdf,
2246,2.3514097519,-Inf
2247,2.3516030724,-Inf
2248,2.3517963069,-Inf
2249,2.3519894554,-Inf
2250,2.3521825181,-Inf
2251,2.352375495,-Inf
2252,2.3525683862,-Inf
2253,2.3527611917,-Inf
2254,2.3529539117,-Inf
2255,2.3531465462,-Inf
2256,2.3533390953,-Inf
2257,2.3535315591,-Inf
2258,2.3537239376,-Inf
2259,2.3539162309,-Inf
2260,2.3541084391,-Inf
2261,2.3543005623,-Inf
2262,2.3544926006,-Inf
2263,2.354684554,-Inf
2264,2.3548764225,-Inf
2265,2.3550682063,-Inf
2266,2.3552599055,-Inf
2267,2.3554515201,-Inf
2268,2.3556430502,-Inf
2269,2.3558344959,-Inf
2270,2.3560258572,-Inf
2271,2.3562171342,-Inf
2272,2.356408327,-Inf
2273,2.3565994357,-Inf
2274,2.3567904604,-Inf
2275,2.356981401,-Inf
2276,2.3571722577,-Inf
2277,2.3573630306,-Inf
2278,2.3575537197,-Inf
2279,2.3577443252,-Inf
2280,2.357934847,-Inf
2281,2.3581252853,-Inf
2282,2.3583156401,-Inf
2283,2.3585059115,-Inf
2284,2.3586960996,-Inf
2285,2.3588862044,-Inf
2286,2.3590762261,-Inf
2287,2.3592661646,-Inf
2288,2.3594560201,-Inf
2289,2.3596457927,-Inf
2290,2.3598354823,-Inf
2291,2.3600250892,-Inf
2292,2.3602146133,-Inf
2293,2.3604040547,-Inf
2294,2.3605934136,-Inf
2295,2.3607826899,-Inf
2296,2.3609718837,-Inf
2297,2.3611609952,-Inf
2298,2.3613500244,-Inf
2299,2.3615389713,-Inf
2300,2.361727836,-Inf
2301,2.3619166187,-Inf
2302,2.3621053193,-Inf
2303,2.362293938,-Inf
2304,2.3624824748,-Inf
2305,2.3626709297,-Inf
2306,2.362859303,-Inf
2307,2.3630475945,-Inf
2308,2.3632358045,-Inf
2309,2.3634239329,-Inf
2310,2.3636119799,-Inf
2311,2.3637999455,-Inf
2312,2.3639878297,-Inf
2313,2.3641756328,-Inf
2314,2.3643633546,-Inf
2315,2.3645509954,-Inf
2316,2.3647385551,-Inf
2317,2.3649260338,-Inf
2318,2.3651134316,-Inf
2319,2.3653007486,-Inf
2320,2.3654879849,-Inf
2321,2.3656751405,-Inf
2322,2.3658622154,-Inf
2323,2.3660492098,-Inf
2324,2.3662361237,-Inf
2325,2.3664229572,-Inf
2326,2.3666097104,-Inf
2327,2.3667963833,-Inf
2328,2.366982976,-Inf
2329,2.3671694885,-Inf
2330,2.367355921,-Inf
2331,2.3675422735,-Inf
2332,2.3677285461,-Inf
2333,2.3679147388,-Inf
2334,2.3681008517,-Inf
2335,2.3682868849,-Inf
2336,2.3684728384,-Inf
2337,2.3686587124,-Inf
2338,2.3688445068,-Inf
2339,2.3690302218,-Inf
2340,2.3692158574,-Inf
2341,2.3694014137,-Inf
2342,2.3695868907,-Inf
2343,2.3697722886,-Inf
2344,2.3699576073,-Inf
2345,2.3701428471,-Inf
2346,2.3703280078,-Inf
2347,2.3705130896,-Inf
2348,2.3706980926,-Inf
2349,2.3708830168,-Inf
2350,2.3710678623,-Inf
2351,2.3712526291,-Inf
2352,2.3714373174,-Inf
2353,2.3716219272,-Inf
2354,2.3718064585,-Inf
2355,2.3719909115,-Inf
2356,2.3721752861,-Inf
2357,2.3723595825,-Inf
2358,2.3725438008,-Inf
2359,2.3727279409,-Inf
2360,2.372912003,-Inf
2361,2.3730959871,-Inf
2362,2.3732798933,-Inf
2363,2.3734637216,-Inf
2364,2.3736474722,-Inf
2365,2.3738311451,-Inf
2366,2.3740147403,-Inf
2367,2.3741982579,-Inf
2368,2.3743816981,-Inf
2369,2.3745650607,-Inf
2370,2.374748346,-Inf
2371,2.374931554,-Inf
2372,2.3751146847,-Inf
2373,2.3752977382,-Inf
2374,2.3754807146,-Inf
2375,2.375663614,-Inf
2376,2.3758464363,-Inf
2377,2.3760291817,-Inf
2378,2.3762118503,-Inf
2379,2.376394442,-Inf
2380,2.3765769571,-Inf
2381,2.3767593954,-Inf
2382,2.3769417571,-Inf
2383,2.3771240423,-Inf
2384,2.3773062511,-Inf
2385,2.3774883834,-Inf
2386,2.3776704393,-Inf
2387,2.377852419,-Inf
2388,2.3780343225,-Inf
2389,2.3782161497,-Inf
2390,2.3783979009,-Inf
2391,2.3785795761,-Inf
2392,2.3787611753,-Inf
2393,2.3789426986,-Inf
2394,2.3791241461,-Inf
2395,2.3793055178,-Inf
2396,2.3794868137,-Inf
2397,2.379668034,-Inf
2398,2.3798491788,-Inf
2399,2.380030248,-Inf
2400,2.3802112417,-Inf
2401,2.3803921601,-Inf
2402,2.3805730031,-Inf
2403,2.3807537708,-Inf
2404,2.3809344633,-Inf
2405,2.3811150807,-Inf
2406,2.381295623,-Inf
2407,2.3814760903,-Inf
2408,2.3816564826,-Inf
2409,2.3818368,-Inf
2410,2.3820170426,-Inf
2411,2.3821972104,-Inf
2412,2.3823773035,-Inf
2413,2.3825573219,-Inf
2414,2.3827372658,-Inf
2415,2.3829171351,-Inf
2416,2.3830969299,-Inf
2417,2.3832766504,-Inf
2418,2.3834562965,-Inf
2419,2.3836358684,-Inf
2420,2.383815366,-Inf
2421,2.3839947894,-Inf
2422,2.3841741388,-Inf
2423,2.3843534141,-Inf
2424,2.3845326155,-Inf
2425,2.3847117429,-Inf
2426,2.3848907965,-Inf
2427,2.3850697763,-Inf
2428,2.3852486824,-Inf
2429,2.3854275148,-Inf
2430,2.3856062736,-Inf
2431,2.3857849588,-Inf
2432,2.3859635706,-Inf
2433,2.3861421089,-Inf
2434,2.3863205739,-Inf
2435,2.3864989656,-Inf
2436,2.386677284,-Inf
2437,2.3868555292,-Inf
2438,2.3870337013,-Inf
2439,2.3872118003,-Inf
2440,2.3873898263,-Inf
2441,2.3875677794,-Inf
2442,2.3877456596,-Inf
2443,2.387923467,-Inf
2444,2.3881012016,-Inf
2445,2.3882788635,-Inf
2446,2.3884564527,-Inf
2447,2.3886339694,-Inf
2448,2.3888114135,-Inf
2449,2.3889887851,-Inf
2450,2.3891660844,-Inf
2451,2.3893433113,-Inf
2452,2.3895204658,-Inf
2453,2.3896975482,-Inf
2454,2.3898745584,-Inf
2455,2.3900514965,-Inf
2456,2.3902283625,-Inf
2457,2.3904051565,-Inf
2458,2.3905818786,-Inf
2459,2.3907585287,-Inf
2460,2.3909351071,-Inf
2461,2.3911116137,-Inf
2462,2.3912880486,-Inf
2463,2.3914644118,-Inf
2464,2.3916407035,-Inf
2465,2.3918169236,-Inf
2466,2.3919930723,-Inf
2467,2.3921691495,-Inf
2468,2.3923451554,-Inf
2469,2.3925210899,-Inf
2470,2.3926969533,-Inf
2471,2.3928727454,-Inf
2472,2.3930484664,-Inf
2473,2.3932241164,-Inf
2474,2.3933996953,-Inf
2475,2.3935752033,-Inf
2476,2.3937506403,-Inf
2477,2.3939260066,-Inf
2478,2.394101302,-Inf
2479,2.3942765268,-Inf
2480,2.3944516808,-Inf
2481,2.3946267643,-Inf
2482,2.3948017772,-Inf
2483,2.3949767196,-Inf
2484,2.3951515915,-Inf
2485,2.3953263931,-Inf
2486,2.3955011243,-Inf
2487,2.3956757853,-Inf
2488,2.395850376,-Inf
2489,2.3960248966,-Inf
2490,2.3961993471,-Inf
2491,2.3963737275,-Inf
2492,2.396548038,-Inf
2493,2.3967222785,-Inf
2494,2.3968964491,-Inf
2495,2.39707055,-Inf
2496,2.397244581,-Inf
2497,2.3974185424,-Inf
2498,2.397592434,-Inf
2499,2.3977662561,-Inf
2500,2.3979400087,-Inf
2501,2.3981136917,-Inf
2502,2.3982873054,-Inf
2503,2.3984608496,-Inf
2504,2.3986343245,-Inf
2505,2.3988077302,-Inf
2506,2.3989810667,-Inf
2507,2.399154334,-Inf
2508,2.3993275322,-Inf
2509,2.3995006613,-Inf
2510,2.3996737215,-Inf
2511,2.3998467127,-Inf
2512,2.4000196351,-Inf
2513,2.4001924886,-Inf
2514,2.4003652733,-Inf
2515,2.4005379894,-Inf
2516,2.4007106368,-Inf
2517,2.4008832155,-Inf
2518,2.4010557258,-Inf
2519,2.4012281675,-Inf
2520,2.4014005408,-Inf
2521,2.4015728457,-Inf
2522,2.4017450822,-Inf
2523,2.4019172505,-Inf
2524,2.4020893506,-Inf
2525,2.4022613825,-Inf
2526,2.4024333462,-Inf
2527,2.4026052419,-Inf
2528,2.4027770696,-Inf
2529,2.4029488293,-Inf
2530,2.4031205212,-Inf
2531,2.4032921452,-Inf
2532,2.4034637013,-Inf
2533,2.4036351898,-Inf
2534,2.4038066105,-Inf
2535,2.4039779637,-Inf
2536,2.4041492492,-Inf
2537,2.4043204672,-Inf
2538,2.4044916178,-Inf
2539,2.4046627009,-Inf
2540,2.4048337166,-Inf
2541,2.4050046651,-Inf
2542,2.4051755462,-Inf
2543,2.4053463602,-Inf
2544,2.405517107,-Inf
2545,2.4056877867,-Inf
2546,2.4058583993,-Inf
2547,2.406028945,-Inf
2548,2.4061994237,-Inf
2549,2.4063698355,-Inf
2550,2.4065401804,-Inf
2551,2.4067104586,-Inf
2552,2.40688067,-Inf
2553,2.4070508148,-Inf
2554,2.4072208929,-Inf
2555,2.4073909045,-Inf
2556,2.4075608495,-Inf
2557,2.407730728,-Inf
2558,2.4079005401,-Inf
2559,2.4080702859,-Inf
2560,2.4082399653,-Inf
2561,2.4084095785,-Inf
2562,2.4085791254,-Inf
2563,2.4087486062,-Inf
2564,2.4089180208,-Inf
2565,2.4090873694,-Inf
2566,2.409256652,-Inf
2567,2.4094258687,-Inf
2568,2.4095950194,-Inf
2569,2.4097641043,-Inf
2570,2.4099331233,-Inf
2571,2.4101020766,-Inf
2572,2.4102709643,-Inf
2573,2.4104397862,-Inf
2574,2.4106085426,-Inf
2575,2.4107772334,-Inf
2576,2.4109458587,-Inf
2577,2.4111144186,-Inf
2578,2.411282913,-Inf
2579,2.4114513421,-Inf
2580,2.411619706,-Inf
2581,2.4117880045,-Inf
2582,2.4119562379,-Inf
2583,2.4121244062,-Inf
2584,2.4122925093,-Inf
2585,2.4124605474,-Inf
2586,2.4126285205,-Inf
2587,2.4127964287,-Inf
2588,2.412964272,-Inf
2589,2.4131320504,-Inf
2590,2.4132997641,-Inf
2591,2.413467413,-Inf
2592,2.4136349972,-Inf
2593,2.4138025168,-Inf
2594,2.4139699717,-Inf
2595,2.4141373622,-Inf
2596,2.4143046881,-Inf
2597,2.4144719496,-Inf
2598,2.4146391467,-Inf
2599,2.4148062795,-Inf
2600,2.414973348,-Inf
2601,2.4151403522,-Inf
2602,2.4153072922,-Inf
2603,2.4154741681,-Inf
2604,2.4156409799,-Inf
2605,2.4158077276,-Inf
2606,2.4159744114,-Inf
2607,2.4161410312,-Inf
2608,2.4163075871,-Inf
2609,2.4164740791,-Inf
2610,2.4166405073,-Inf
2611,2.4168068718,-Inf
2612,2.4169731726,-Inf
2613,2.4171394097,-Inf
2614,2.4173055832,-Inf
2615,2.4174716932,-Inf
2616,2.4176377397,-Inf
2617,2.4178037226,-Inf
2618,2.4179696422,-Inf
2619,2.4181354984,-Inf
2620,2.4183012913,-Inf
2621,2.4184670209,-Inf
2622,2.4186326874,-Inf
2623,2.4187982906,-Inf
2624,2.4189638307,-Inf
2625,2.4191293077,-Inf
2626,2.4192947218,-Inf
2627,2.4194600728,-Inf
2628,2.4196253609,-Inf
2629,2.4197905861,-Inf
2630,2.4199557485,-Inf
2631,2.4201208481,-Inf
2632,2.4202858849,-Inf
2633,2.4204508591,-Inf
2634,2.4206157706,-Inf
2635,2.4207806195,-Inf
2636,2.4209454059,-Inf
2637,2.4211101298,-Inf
2638,2.4212747912,-Inf
2639,2.4214393902,-Inf
2640,2.4216039269,-Inf
2641,2.4217684012,-Inf
2642,2.4219328133,-Inf
2643,2.4220971631,-Inf
2644,2.4222614508,-Inf
2645,2.4224256764,-Inf
2646,2.4225898399,-Inf
2647,2.4227539413,-Inf
2648,2.4229179808,-Inf
2649,2.4230819583,-Inf
2650,2.4232458739,-Inf
2651,2.4234097277,-Inf
2652,2.4235735197,-Inf
2653,2.42373725,-Inf
2654,2.4239009185,-Inf
2655,2.4240645254,-Inf
2656,2.4242280707,-Inf
2657,2.4243915544,-Inf
2658,2.4245549766,-Inf
2659,2.4247183373,-Inf
2660,2.4248816366,-Inf
2661,2.4250448746,-Inf
2662,2.4252080511,-Inf
2663,2.4253711664,-Inf
2664,2.4255342205,-Inf
2665,2.4256972134,-Inf
2666,2.4258601451,-Inf
2667,2.4260230157,-Inf
2668,2.4261858252,-Inf
2669,2.4263485738,-Inf
2670,2.4265112614,-Inf
2671,2.426673888,-Inf
2672,2.4268364538,-Inf
2673,2.4269989588,-Inf
2674,2.4271614029,-Inf
2675,2.4273237864,-Inf
2676,2.4274861091,-Inf
2677,2.4276483712,-Inf
2678,2.4278105727,-Inf
2679,2.4279727136,-Inf
2680,2.428134794,-Inf
2681,2.428296814,-Inf
2682,2.4284587735,-Inf
2683,2.4286206727,-Inf
2684,2.4287825115,-Inf
2685,2.42894429,-Inf
2686,2.4291060083,-Inf
2687,2.4292676664,-Inf
2688,2.4294292644,-Inf
2689,2.4295908022,-Inf
2690,2.42975228,-Inf
2691,2.4299136978,-Inf
2692,2.4300750556,-Inf
2693,2.4302363534,-Inf
2694,2.4303975914,-Inf
2695,2.4305587695,-Inf
2696,2.4307198879,-Inf
2697,2.4308809465,-Inf
2698,2.4310419453,-Inf
2699,2.4312028846,-Inf
2700,2.4313637642,-Inf
2701,2.4315245842,-Inf
2702,2.4316853447,-Inf
2703,2.4318460457,-Inf
2704,2.4320066873,-Inf
2705,2.4321672694,-Inf
2706,2.4323277923,-Inf
2707,2.4324882558,-Inf
2708,2.43264866,-Inf
2709,2.432809005,-Inf
2710,2.4329692909,-Inf
2711,2.4331295176,-Inf
2712,2.4332896852,-Inf
2713,2.4334497938,-Inf
2714,2.4336098433,-Inf
2715,2.4337698339,-Inf
2716,2.4339297656,-Inf
2717,2.4340896384,-Inf
2718,2.4342494524,-Inf
2719,2.4344092076,-Inf
2720,2.434568904,-Inf
2721,2.4347285418,-Inf
2722,2.4348881209,-Inf
2723,2.4350476413,-Inf
2724,2.4352071032,-Inf
2725,2.4353665066,-Inf
2726,2.4355258515,-Inf
2727,2.4356851379,-Inf
2728,2.435844366,-Inf
2729,2.4360035357,-Inf
2730,2.436162647,-Inf
2731,2.4363217001,-Inf
2732,2.436480695,-Inf
2733,2.4366396317,-Inf
2734,2.4367985102,-Inf
2735,2.4369573307,-Inf
2736,2.437116093,-Inf
2737,2.4372747974,-Inf
2738,2.4374334438,-Inf
2739,2.4375920323,-Inf
2740,2.4377505628,-Inf
2741,2.4379090355,-Inf
2742,2.4380674505,-Inf
2743,2.4382258076,-Inf
2744,2.438384107,-Inf
2745,2.4385423488,-Inf
2746,2.4387005329,-Inf
2747,2.4388586594,-Inf
2748,2.4390167284,-Inf
2749,2.4391747398,-Inf
2750,2.4393326938,-Inf
2751,2.4394905904,-Inf
2752,2.4396484296,-Inf
2753,2.4398062114,-Inf
2754,2.4399639359,-Inf
2755,2.4401216032,-Inf
2756,2.4402792132,-Inf
2757,2.4404367661,-Inf
2758,2.4405942618,-Inf
2759,2.4407517005,-Inf
2760,2.4409090821,-Inf
2761,2.4410664066,-Inf
2762,2.4412236742,-Inf
2763,2.4413808849,-Inf
2764,2.4415380387,-Inf
2765,2.4416951356,-Inf
2766,2.4418521758,-Inf
2767,2.4420091591,-Inf
2768,2.4421660858,-Inf
2769,2.4423229557,-Inf
2770,2.4424797691,-Inf
2771,2.4426365258,-Inf
2772,2.4427932259,-Inf
2773,2.4429498696,-Inf
2774,2.4431064567,-Inf
2775,2.4432629875,-Inf
2776,2.4434194618,-Inf
2777,2.4435758798,-Inf
2778,2.4437322414,-Inf
2779,2.4438885468,-Inf
2780,2.4440447959,-Inf
2781,2.4442009889,-Inf
2782,2.4443571257,-Inf
2783,2.4445132063,-Inf
2784,2.4446692309,-Inf
2785,2.4448251995,-Inf
2786,2.4449811121,-Inf
2787,2.4451369687,-Inf
2788,2.4452927694,-Inf
2789,2.4454485143,-Inf
2790,2.4456042033,-Inf
2791,2.4457598365,-Inf
2792,2.445915414,-Inf
2793,2.4460709357,-Inf
2794,2.4462264018,-Inf
2795,2.4463818122,-Inf
2796,2.4465371671,-Inf
2797,2.4466924664,-Inf
2798,2.4468477102,-Inf
2799,2.4470028985,-Inf
2800,2.4471580313,-Inf
2801,2.4473131088,-Inf
2802,2.4474681309,-Inf
2803,2.4476230978,-Inf
2804,2.4477780093,-Inf
2805,2.4479328656,-Inf
2806,2.4480876667,-Inf
2807,2.4482424126,-Inf
2808,2.4483971035,-Inf
2809,2.4485517392,-Inf
2810,2.4487063199,-Inf
2811,2.4488608456,-Inf
2812,2.4490153163,-Inf
2813,2.4491697322,-Inf
2814,2.4493240931,-Inf
2815,2.4494783992,-Inf
2816,2.4496326505,-Inf
2817,2.449786847,-Inf
2818,2.4499409888,-Inf
2819,2.4500950759,-Inf
2820,2.4502491083,-Inf
2821,2.4504030862,-Inf
2822,2.4505570094,-Inf
2823,2.4507108781,-Inf
2824,2.4508646924,-Inf
2825,2.4510184522,-Inf
2826,2.4511721575,-Inf
2827,2.4513258085,-Inf
2828,2.4514794051,-Inf
2829,2.4516329475,-Inf
2830,2.4517864355,-Inf
2831,2.4519398694,-Inf
2832,2.452093249,-Inf
2833,2.4522465745,-Inf
2834,2.4523998459,-Inf
2835,2.4525530632,-Inf
2836,2.4527062265,-Inf
2837,2.4528593358,-Inf
2838,2.4530123911,-Inf
2839,2.4531653925,-Inf
2840,2.45331834,-Inf
2841,2.4534712337,-Inf
2842,2.4536240736,-Inf
2843,2.4537768597,-Inf
2844,2.4539295921,-Inf
2845,2.4540822707,-Inf
2846,2.4542348957,-Inf
2847,2.4543874671,-Inf
2848,2.454539985,-Inf
2849,2.4546924492,-Inf
2850,2.45484486,-Inf
2851,2.4549972173,-Inf
2852,2.4551495212,-Inf
2853,2.4553017717,-Inf
2854,2.4554539688,-Inf
2855,2.4556061126,-Inf
2856,2.4557582031,-Inf
2857,2.4559102404,-Inf
2858,2.4560622245,-Inf
2859,2.4562141554,-Inf
2860,2.4563660331,-Inf
2861,2.4565178578,-Inf
2862,2.4566696294,-Inf
2863,2.456821348,-Inf
2864,2.4569730136,-Inf
2865,2.4571246263,-Inf
2866,2.4572761861,-Inf
2867,2.4574276929,-Inf
2868,2.457579147,-Inf
2869,2.4577305482,-Inf
2870,2.4578818967,-Inf
2871,2.4580331925,-Inf
2872,2.4581844356,-Inf
2873,2.458335626,-Inf
2874,2.4584867638,-Inf
2875,2.458637849,-Inf
2876,2.4587888817,-Inf
2877,2.4589398619,-Inf
2878,2.4590907896,-Inf
2879,2.4592416649,-Inf
2880,2.4593924878,-Inf
2881,2.4595432583,-Inf
2882,2.4596939765,-Inf
2883,2.4598446424,-Inf
2884,2.459995256,-Inf
2885,2.4601458175,-Inf
2886,2.4602963268,-Inf
2887,2.4604467839,-Inf
2888,2.4605971889,-Inf
2889,2.4607475418,-Inf
2890,2.4608978428,-Inf
2891,2.4610480917,-Inf
2892,2.4611982886,-Inf
2893,2.4613484336,-Inf
2894,2.4614985268,-Inf
2895,2.4616485681,-Inf
2896,2.4617985575,-Inf
2897,2.4619484952,-Inf
2898,2.4620983811,-Inf
2899,2.4622482154,-Inf
2900,2.4623979979,-Inf
2901,2.4625477288,-Inf
2902,2.4626974081,-Inf
2903,2.4628470358,-Inf
2904,2.462996612,-Inf
2905,2.4631461367,-Inf
2906,2.46329561,-Inf
2907,2.4634450318,-Inf
2908,2.4635944022,-Inf
2909,2.4637437212,-Inf
2910,2.463892989,-Inf
2911,2.4640422054,-Inf
2912,2.4641913706,-Inf
2913,2.4643404846,-Inf
2914,2.4644895474,-Inf
2915,2.4646385591,-Inf
2916,2.4647875196,-Inf
2917,2.4649364291,-Inf
2918,2.4650852876,-Inf
2919,2.465234095,-Inf
2920,2.4653828514,-Inf
2921,2.465531557,-Inf
2922,2.4656802116,-Inf
2923,2.4658288154,-Inf
2924,2.4659773683,-Inf
2925,2.4661258704,-Inf
2926,2.4662743218,-Inf
2927,2.4664227224,-Inf
2928,2.4665710724,-Inf
2929,2.4667193717,-Inf
2930,2.4668676204,-Inf
2931,2.4670158184,-Inf
2932,2.467163966,-Inf
2933,2.467312063,-Inf
2934,2.4674601095,-Inf
2935,2.4676081056,-Inf
2936,2.4677560512,-Inf
2937,2.4679039465,-Inf
2938,2.4680517915,-Inf
2939,2.4681995861,-Inf
2940,2.4683473304,-Inf
2941,2.4684950245,-Inf
2942,2.4686426684,-Inf
2943,2.4687902621,-Inf
2944,2.4689378057,-Inf
2945,2.4690852991,-Inf
2946,2.4692327425,-Inf
2947,2.4693801358,-Inf
2948,2.4695274792,-Inf
2949,2.4696747726,-Inf
2950,2.469822016,-Inf
2951,2.4699692095,-Inf
2952,2.4701163532,-Inf
2953,2.470263447,-Inf
2954,2.470410491,-Inf
2955,2.4705574852,-Inf
2956,2.4707044297,-Inf
2957,2.4708513245,-Inf
2958,2.4709981697,-Inf
2959,2.4711449652,-Inf
2960,2.4712917111,-Inf
2961,2.4714384074,-Inf
2962,2.4715850542,-Inf
2963,2.4717316515,-Inf
2964,2.4718781993,-Inf
2965,2.4720246977,-Inf
2966,2.4721711467,-Inf
2967,2.4723175463,-Inf
2968,2.4724638966,-Inf
2969,2.4726101976,-Inf
2970,2.4727564493,-Inf
2971,2.4729026518,-Inf
2972,2.4730488051,-Inf
2973,2.4731949092,-Inf
2974,2.4733409642,-Inf
2975,2.4734869701,-Inf
2976,2.4736329269,-Inf
2977,2.4737788346,-Inf
2978,2.4739246934,-Inf
2979,2.4740705032,-Inf
2980,2.4742162641,-Inf
2981,2.474361976,-Inf
2982,2.4745076391,-Inf
2983,2.4746532534,-Inf
2984,2.4747988188,-Inf
2985,2.4749443355,-Inf
2986,2.4750898034,-Inf
2987,2.4752352226,-Inf
2988,2.4753805931,-Inf
2989,2.475525915,-Inf
2990,2.4756711883,-Inf
2991,2.475816413,-Inf
2992,2.4759615892,-Inf
2993,2.4761067168,-Inf
2994,2.476251796,-Inf
2995,2.4763968267,-Inf
2996,2.476541809,-Inf
2997,2.4766867429,-Inf
2998,2.4768316285,-Inf
2999,2.4769764658,-Inf
3000,2.4771212547,-Inf
3001,2.4772659954,-Inf
3002,2.4774106879,-Inf
3003,2.4775553322,-Inf
3004,2.4776999283,-Inf
3005,2.4778444763,-Inf
3006,2.4779889763,-Inf
3007,2.4781334281,-Inf
3008,2.4782778319,-Inf
3009,2.4784221877,-Inf
3010,2.4785664956,-Inf
3011,2.4787107555,-Inf
3012,2.4788549675,-Inf
3013,2.4789991317,-Inf
3014,2.479143248,-Inf
3015,2.4792873165,-Inf
3016,2.4794313372,-Inf
3017,2.4795753102,-Inf
3018,2.4797192354,-Inf
3019,2.479863113,-Inf
3020,2.480006943,-Inf
3021,2.4801507253,-Inf
3022,2.48029446,-Inf
3023,2.4804381472,-Inf
3024,2.4805817868,-Inf
3025,2.480725379,-Inf
3026,2.4808689237,-Inf
3027,2.481012421,-Inf
3028,2.4811558708,-Inf
3029,2.4812992733,-Inf
3030,2.4814426285,-Inf
3031,2.4815859364,-Inf
3032,2.481729197,-Inf
3033,2.4818724103,-Inf
3034,2.4820155765,-Inf
3035,2.4821586954,-Inf
3036,2.4823017672,-Inf
3037,2.4824447919,-Inf
3038,2.4825877695,-Inf
3039,2.4827307001,-Inf
3040,2.4828735836,-Inf
3041,2.4830164201,-Inf
3042,2.4831592097,-Inf
3043,2.4833019524,-Inf
3044,2.4834446481,-Inf
3045,2.483587297,-Inf
3046,2.483729899,-Inf
3047,2.4838724542,-Inf
3048,2.4840149627,-Inf
3049,2.4841574244,-Inf
3050,2.4842998393,-Inf
3051,2.4844422076,-Inf
3052,2.4845845293,-Inf
3053,2.4847268043,-Inf
3054,2.4848690327,-Inf
3055,2.4850112146,-Inf
3056,2.4851533499,-Inf
3057,2.4852954387,-Inf
3058,2.4854374811,-Inf
3059,2.485579477,-Inf
3060,2.4857214265,-Inf
3061,2.4858633296,-Inf
3062,2.4860051864,-Inf
3063,2.4861469968,-Inf
3064,2.486288761,-Inf
3065,2.4864304789,-Inf
3066,2.4865721505,-Inf
3067,2.486713776,-Inf
3068,2.4868553553,-Inf
3069,2.4869968884,-Inf
3070,2.4871383755,-Inf
3071,2.4872798164,-Inf
3072,2.4874212114,-Inf
3073,2.4875625603,-Inf
3074,2.4877038632,-Inf
3075,2.4878451201,-Inf
3076,2.4879863311,-Inf
3077,2.4881274962,-Inf
3078,2.4882686155,-Inf
3079,2.4884096889,-Inf
3080,2.4885507165,-Inf
3081,2.4886916983,-Inf
3082,2.4888326344,-Inf
3083,2.4889735247,-Inf
3084,2.4891143694,-Inf
3085,2.4892551684,-Inf
3086,2.4893959217,-Inf
3087,2.4895366295,-Inf
3088,2.4896772917,-Inf
3089,2.4898179083,-Inf
3090,2.4899584794,-Inf
3091,2.4900990051,-Inf
3092,2.4902394852,-Inf
3093,2.49037992,-Inf
3094,2.4905203094,-Inf
3095,2.4906606534,-Inf
3096,2.490800952,-Inf
3097,2.4909412054,-Inf
3098,2.4910814134,-Inf
3099,2.4912215762,-Inf
3100,2.4913616938,-Inf
3101,2.4915017662,-Inf
3102,2.4916417935,-Inf
3103,2.4917817756,-Inf
3104,2.4919217126,-Inf
3105,2.4920616045,-Inf
3106,2.4922014514,-Inf
3107,2.4923412533,-Inf
3108,2.4924810101,-Inf
3109,2.492620722,-Inf
3110,2.492760389,-Inf
3111,2.4929000111,-Inf
3112,2.4930395883,-Inf
3113,2.4931791207,-Inf
3114,2.4933186082,-Inf
3115,2.493458051,-Inf
3116,2.493597449,-Inf
3117,2.4937368023,-Inf
3118,2.4938761109,-Inf
3119,2.4940153748,-Inf
3120,2.494154594,-Inf
3121,2.4942937687,-Inf
3122,2.4944328987,-Inf
3123,2.4945719842,-Inf
3124,2.4947110252,-Inf
3125,2.4948500217,-Inf
3126,2.4949889737,-Inf
3127,2.4951278812,-Inf
3128,2.4952667444,-Inf
3129,2.4954055631,-Inf
3130,2.4955443375,-Inf
3131,2.4956830676,-Inf
3132,2.4958217534,-Inf
3133,2.4959603949,-Inf
3134,2.4960989921,-Inf
3135,2.4962375452,-Inf
3136,2.496376054,-Inf
3137,2.4965145187,-Inf
3138,2.4966529393,-Inf
3139,2.4967913157,-Inf
3140,2.4969296481,-Inf
3141,2.4970679364,-Inf
3142,2.4972061807,-Inf
3143,2.497344381,-Inf
3144,2.4974825374,-Inf
3145,2.4976206498,-Inf
3146,2.4977587183,-Inf
3147,2.4978967429,-Inf
3148,2.4980347237,-Inf
3149,2.4981726606,-Inf
3150,2.4983105538,-Inf
3151,2.4984484032,-Inf
3152,2.4985862088,-Inf
3153,2.4987239707,-Inf
3154,2.498861689,-Inf
3155,2.4989993636,-Inf
3156,2.4991369945,-Inf
3157,2.4992745819,-Inf
3158,2.4994121257,-Inf
3159,2.4995496259,-Inf
3160,2.4996870826,-Inf
3161,2.4998244958,-Inf
3162,2.4999618656,-Inf
3163,2.5000991919,-Inf
3164,2.5002364748,-Inf
3165,2.5003737144,-Inf
3166,2.5005109105,-Inf
3167,2.5006480634,-Inf
3168,2.5007851729,-Inf
3169,2.5009222392,-Inf
3170,2.5010592622,-Inf
3171,2.501196242,-Inf
3172,2.5013331786,-Inf
3173,2.5014700721,-Inf
3174,2.5016069224,-Inf
3175,2.5017437296,-Inf
3176,2.5018804938,-Inf
3177,2.5020172148,-Inf
3178,2.5021538929,-Inf
3179,2.5022905279,-Inf
3180,2.50242712,-Inf
3181,2.5025636691,-Inf
3182,2.5027001753,-Inf
3183,2.5028366386,-Inf
3184,2.5029730591,-Inf
