log10.xvals,log10.ccdf,
4676,2.6698745025,-Inf
4677,2.6699673699,-Inf
4678,2.6700602175,-Inf
4679,2.6701530452,-Inf
4680,2.6702458531,-Inf
4681,2.6703386411,-Inf
4682,2.6704314094,-Inf
4683,2.6705241578,-Inf
4684,2.6706168864,-Inf
4685,2.6707095952,-Inf
4686,2.6708022843,-Inf
4687,2.6708949535,-Inf
4688,2.670987603,-Inf
4689,2.6710802327,-Inf
4690,2.6711728427,-Inf
4691,2.6712654329,-Inf
4692,2.6713580034,-Inf
4693,2.6714505542,-Inf
4694,2.6715430853,-Inf
4695,2.6716355966,-Inf
4696,2.6717280882,-Inf
4697,2.6718205602,-Inf
4698,2.6719130124,-Inf
4699,2.672005445,-Inf
4700,2.6720978579,-Inf
4701,2.6721902512,-Inf
4702,2.6722826248,-Inf
4703,2.6723749787,-Inf
4704,2.6724673131,-Inf
4705,2.6725596278,-Inf
4706,2.6726519228,-Inf
4707,2.6727441983,-Inf
4708,2.6728364542,-Inf
4709,2.6729286904,-Inf
4710,2.6730209071,-Inf
4711,2.6731131042,-Inf
4712,2.6732052818,-Inf
4713,2.6732974398,-Inf
4714,2.6733895782,-Inf
4715,2.6734816971,-Inf
4716,2.6735737964,-Inf
4717,2.6736658762,-Inf
4718,2.6737579365,-Inf
4719,2.6738499773,-Inf
4720,2.6739419986,-Inf
4721,2.6740340004,-Inf
4722,2.6741259827,-Inf
4723,2.6742179456,-Inf
4724,2.6743098889,-Inf
4725,2.6744018128,-Inf
4726,2.6744937173,-Inf
4727,2.6745856023,-Inf
4728,2.6746774679,-Inf
4729,2.674769314,-Inf
4730,2.6748611407,-Inf
4731,2.674952948,-Inf
4732,2.675044736,-Inf
4733,2.6751365045,-Inf
4734,2.6752282536,-Inf
4735,2.6753199833,-Inf
4736,2.6754116937,-Inf
4737,2.6755033847,-Inf
4738,2.6755950564,-Inf
4739,2.6756867087,-Inf
4740,2.6757783417,-Inf
4741,2.6758699553,-Inf
4742,2.6759615496,-Inf
4743,2.6760531247,-Inf
4744,2.6761446804,-Inf
4745,2.6762362168,-Inf
4746,2.6763277339,-Inf
4747,2.6764192317,-Inf
4748,2.6765107103,-Inf
4749,2.6766021696,-Inf
4750,2.6766936096,-Inf
4751,2.6767850304,-Inf
4752,2.676876432,-Inf
4753,2.6769678143,-Inf
4754,2.6770591774,-Inf
4755,2.6771505213,-Inf
4756,2.6772418459,-Inf
4757,2.6773331514,-Inf
4758,2.6774244377,-Inf
4759,2.6775157048,-Inf
4760,2.6776069527,-Inf
4761,2.6776981815,-Inf
4762,2.6777893911,-Inf
4763,2.6778805815,-Inf
4764,2.6779717528,-Inf
4765,2.678062905,-Inf
4766,2.678154038,-Inf
4767,2.6782451519,-Inf
4768,2.6783362467,-Inf
4769,2.6784273224,-Inf
4770,2.678518379,-Inf
4771,2.6786094166,-Inf
4772,2.678700435,-Inf
4773,2.6787914344,-Inf
4774,2.6788824147,-Inf
4775,2.6789733759,-Inf
4776,2.6790643181,-Inf
4777,2.6791552413,-Inf
4778,2.6792461454,-Inf
4779,2.6793370305,-Inf
4780,2.6794278966,-Inf
4781,2.6795187437,-Inf
4782,2.6796095718,-Inf
4783,2.6797003809,-Inf
4784,2.679791171,-Inf
4785,2.6798819421,-Inf
4786,2.6799726943,-Inf
4787,2.6800634275,-Inf
4788,2.6801541417,-Inf
4789,2.680244837,-Inf
4790,2.6803355134,-Inf
4791,2.6804261709,-Inf
4792,2.6805168094,-Inf
4793,2.680607429,-Inf
4794,2.6806980297,-Inf
4795,2.6807886115,-Inf
4796,2.6808791744,-Inf
4797,2.6809697185,-Inf
4798,2.6810602436,-Inf
4799,2.6811507499,-Inf
4800,2.6812412374,-Inf
4801,2.681331706,-Inf
4802,2.6814221557,-Inf
4803,2.6815125866,-Inf
4804,2.6816029987,-Inf
4805,2.681693392,-Inf
4806,2.6817837665,-Inf
4807,2.6818741221,-Inf
4808,2.681964459,-Inf
4809,2.6820547771,-Inf
4810,2.6821450764,-Inf
4811,2.6822353569,-Inf
4812,2.6823256187,-Inf
4813,2.6824158617,-Inf
4814,2.6825060859,-Inf
4815,2.6825962915,-Inf
4816,2.6826864782,-Inf
4817,2.6827766463,-Inf
4818,2.6828667957,-Inf
4819,2.6829569263,-Inf
4820,2.6830470382,-Inf
4821,2.6831371315,-Inf
4822,2.683227206,-Inf
4823,2.6833172619,-Inf
4824,2.6834072991,-Inf
4825,2.6834973177,-Inf
4826,2.6835873176,-Inf
4827,2.6836772988,-Inf
4828,2.6837672614,-Inf
4829,2.6838572054,-Inf
4830,2.6839471308,-Inf
4831,2.6840370375,-Inf
4832,2.6841269256,-Inf
4833,2.6842167951,-Inf
4834,2.6843066461,-Inf
4835,2.6843964784,-Inf
4836,2.6844862922,-Inf
4837,2.6845760874,-Inf
4838,2.684665864,-Inf
4839,2.6847556221,-Inf
4840,2.6848453616,-Inf
4841,2.6849350826,-Inf
4842,2.6850247851,-Inf
4843,2.685114469,-Inf
4844,2.6852041345,-Inf
4845,2.6852937814,-Inf
4846,2.6853834098,-Inf
4847,2.6854730197,-Inf
4848,2.6855626112,-Inf
4849,2.6856521841,-Inf
4850,2.6857417386,-Inf
4851,2.6858312746,-Inf
4852,2.6859207922,-Inf
4853,2.6860102913,-Inf
4854,2.686099772,-Inf
4855,2.6861892342,-Inf
4856,2.6862786781,-Inf
4857,2.6863681035,-Inf
4858,2.6864575105,-Inf
4859,2.6865468991,-Inf
4860,2.6866362693,-Inf
4861,2.6867256211,-Inf
4862,2.6868149545,-Inf
4863,2.6869042696,-Inf
4864,2.6869935663,-Inf
4865,2.6870828446,-Inf
4866,2.6871721046,-Inf
4867,2.6872613462,-Inf
4868,2.6873505696,-Inf
4869,2.6874397745,-Inf
4870,2.6875289612,-Inf
4871,2.6876181296,-Inf
4872,2.6877072796,-Inf
4873,2.6877964114,-Inf
4874,2.6878855248,-Inf
4875,2.68797462,-Inf
4876,2.6880636969,-Inf
4877,2.6881527556,-Inf
4878,2.688241796,-Inf
4879,2.6883308181,-Inf
4880,2.688419822,-Inf
4881,2.6885088077,-Inf
4882,2.6885977751,-Inf
4883,2.6886867243,-Inf
4884,2.6887756553,-Inf
4885,2.6888645681,-Inf
4886,2.6889534626,-Inf
4887,2.689042339,-Inf
4888,2.6891311972,-Inf
4889,2.6892200373,-Inf
4890,2.6893088591,-Inf
4891,2.6893976628,-Inf
4892,2.6894864484,-Inf
4893,2.6895752158,-Inf
4894,2.689663965,-Inf
4895,2.6897526961,-Inf
4896,2.6898414091,-Inf
4897,2.689930104,-Inf
4898,2.6900187808,-Inf
4899,2.6901074395,-Inf
4900,2.69019608,-Inf
4901,2.6902847025,-Inf
4902,2.6903733069,-Inf
4903,2.6904618932,-Inf
4904,2.6905504615,-Inf
4905,2.6906390117,-Inf
4906,2.6907275439,-Inf
4907,2.690816058,-Inf
4908,2.6909045541,-Inf
4909,2.6909930321,-Inf
4910,2.6910814921,-Inf
4911,2.6911699341,-Inf
4912,2.6912583581,-Inf
4913,2.6913467641,-Inf
4914,2.6914351521,-Inf
4915,2.6915235222,-Inf
4916,2.6916118742,-Inf
4917,2.6917002083,-Inf
4918,2.6917885244,-Inf
4919,2.6918768226,-Inf
4920,2.6919651028,-Inf
4921,2.692053365,-Inf
4922,2.6921416094,-Inf
4923,2.6922298358,-Inf
4924,2.6923180443,-Inf
4925,2.6924062348,-Inf
4926,2.6924944075,-Inf
4927,2.6925825623,-Inf
4928,2.6926706992,-Inf
4929,2.6927588182,-Inf
4930,2.6928469193,-Inf
4931,2.6929350025,-Inf
4932,2.6930230679,-Inf
4933,2.6931111155,-Inf
4934,2.6931991452,-Inf
4935,2.693287157,-Inf
4936,2.693375151,-Inf
4937,2.6934631272,-Inf
4938,2.6935510856,-Inf
4939,2.6936390262,-Inf
4940,2.6937269489,-Inf
4941,2.6938148539,-Inf
4942,2.6939027411,-Inf
4943,2.6939906105,-Inf
4944,2.6940784621,-Inf
4945,2.6941662959,-Inf
4946,2.694254112,-Inf
4947,2.6943419104,-Inf
4948,2.694429691,-Inf
4949,2.6945174538,-Inf
4950,2.6946051989,-Inf
4951,2.6946929263,-Inf
4952,2.694780636,-Inf
4953,2.694868328,-Inf
4954,2.6949560022,-Inf
4955,2.6950436588,-Inf
4956,2.6951312977,-Inf
4957,2.6952189189,-Inf
4958,2.6953065224,-Inf
4959,2.6953941083,-Inf
4960,2.6954816765,-Inf
4961,2.695569227,-Inf
4962,2.6956567599,-Inf
4963,2.6957442752,-Inf
4964,2.6958317728,-Inf
4965,2.6959192528,-Inf
4966,2.6960067152,-Inf
4967,2.69609416,-Inf
4968,2.6961815872,-Inf
4969,2.6962689967,-Inf
4970,2.6963563887,-Inf
4971,2.6964437631,-Inf
4972,2.69653112,-Inf
4973,2.6966184592,-Inf
4974,2.6967057809,-Inf
4975,2.6967930851,-Inf
4976,2.6968803717,-Inf
4977,2.6969676407,-Inf
4978,2.6970548923,-Inf
4979,2.6971421263,-Inf
4980,2.6972293428,-Inf
4981,2.6973165417,-Inf
4982,2.6974037232,-Inf
4983,2.6974908872,-Inf
4984,2.6975780337,-Inf
4985,2.6976651626,-Inf
4986,2.6977522742,-Inf
4987,2.6978393682,-Inf
4988,2.6979264448,-Inf
4989,2.6980135039,-Inf
4990,2.6981005456,-Inf
4991,2.6981875699,-Inf
4992,2.6982745767,-Inf
4993,2.6983615661,-Inf
4994,2.698448538,-Inf
4995,2.6985354926,-Inf
4996,2.6986224297,-Inf
4997,2.6987093494,-Inf
4998,2.6987962518,-Inf
4999,2.6988831368,-Inf
5000,2.6989700043,-Inf
5001,2.6990568545,-Inf
5002,2.6991436874,-Inf
5003,2.6992305029,-Inf
5004,2.699317301,-Inf
5005,2.6994040818,-Inf
5006,2.6994908453,-Inf
5007,2.6995775914,-Inf
5008,2.6996643202,-Inf
5009,2.6997510317,-Inf
5010,2.6998377259,-Inf
5011,2.6999244027,-Inf
5012,2.7000110623,-Inf
5013,2.7000977046,-Inf
5014,2.7001843296,-Inf
5015,2.7002709374,-Inf
5016,2.7003575278,-Inf
5017,2.700444101,-Inf
5018,2.700530657,-Inf
5019,2.7006171957,-Inf
5020,2.7007037171,-Inf
5021,2.7007902214,-Inf
5022,2.7008767084,-Inf
5023,2.7009631782,-Inf
5024,2.7010496307,-Inf
5025,2.7011360661,-Inf
5026,2.7012224843,-Inf
5027,2.7013088852,-Inf
5028,2.701395269,-Inf
5029,2.7014816356,-Inf
5030,2.7015679851,-Inf
5031,2.7016543173,-Inf
5032,2.7017406324,-Inf
5033,2.7018269304,-Inf
5034,2.7019132112,-Inf
5035,2.7019994749,-Inf
5036,2.7020857214,-Inf
5037,2.7021719509,-Inf
5038,2.7022581632,-Inf
5039,2.7023443584,-Inf
5040,2.7024305364,-Inf
5041,2.7025166974,-Inf
5042,2.7026028413,-Inf
5043,2.7026889682,-Inf
5044,2.7027750779,-Inf
5045,2.7028611706,-Inf
5046,2.7029472462,-Inf
5047,2.7030333047,-Inf
5048,2.7031193462,-Inf
5049,2.7032053707,-Inf
5050,2.7032913781,-Inf
5051,2.7033773685,-Inf
5052,2.7034633419,-Inf
5053,2.7035492982,-Inf
5054,2.7036352376,-Inf
5055,2.7037211599,-Inf
5056,2.7038070653,-Inf
5057,2.7038929536,-Inf
5058,2.703978825,-Inf
5059,2.7040646794,-Inf
5060,2.7041505168,-Inf
5061,2.7042363373,-Inf
5062,2.7043221408,-Inf
5063,2.7044079274,-Inf
5064,2.704493697,-Inf
5065,2.7045794497,-Inf
5066,2.7046651855,-Inf
5067,2.7047509043,-Inf
5068,2.7048366062,-Inf
5069,2.7049222912,-Inf
5070,2.7050079593,-Inf
5071,2.7050936105,-Inf
5072,2.7051792449,-Inf
5073,2.7052648623,-Inf
5074,2.7053504629,-Inf
5075,2.7054360466,-Inf
5076,2.7055216134,-Inf
5077,2.7056071634,-Inf
5078,2.7056926965,-Inf
5079,2.7057782128,-Inf
5080,2.7058637123,-Inf
5081,2.7059491949,-Inf
5082,2.7060346607,-Inf
5083,2.7061201097,-Inf
5084,2.7062055419,-Inf
5085,2.7062909573,-Inf
5086,2.7063763558,-Inf
5087,2.7064617376,-Inf
5088,2.7065471026,-Inf
5089,2.7066324509,-Inf
5090,2.7067177823,-Inf
5091,2.706803097,-Inf
5092,2.706888395,-Inf
5093,2.7069736762,-Inf
5094,2.7070589406,-Inf
5095,2.7071441883,-Inf
5096,2.7072294193,-Inf
5097,2.7073146336,-Inf
5098,2.7073998311,-Inf
5099,2.707485012,-Inf
5100,2.7075701761,-Inf
5101,2.7076553235,-Inf
5102,2.7077404543,-Inf
5103,2.7078255683,-Inf
5104,2.7079106657,-Inf
5105,2.7079957464,-Inf
5106,2.7080808105,-Inf
5107,2.7081658579,-Inf
5108,2.7082508886,-Inf
5109,2.7083359027,-Inf
5110,2.7084209001,-Inf
5111,2.708505881,-Inf
5112,2.7085908452,-Inf
5113,2.7086757927,-Inf
5114,2.7087607237,-Inf
5115,2.708845638,-Inf
5116,2.7089305358,-Inf
5117,2.709015417,-Inf
5118,2.7091002816,-Inf
5119,2.7091851296,-Inf
5120,2.709269961,-Inf
5121,2.7093547758,-Inf
5122,2.7094395741,-Inf
5123,2.7095243559,-Inf
5124,2.7096091211,-Inf
5125,2.7096938697,-Inf
5126,2.7097786018,-Inf
5127,2.7098633174,-Inf
5128,2.7099480165,-Inf
5129,2.7100326991,-Inf
5130,2.7101173651,-Inf
5131,2.7102020147,-Inf
5132,2.7102866477,-Inf
5133,2.7103712643,-Inf
5134,2.7104558643,-Inf
5135,2.7105404479,-Inf
5136,2.7106250151,-Inf
5137,2.7107095657,-Inf
5138,2.7107940999,-Inf
5139,2.7108786177,-Inf
5140,2.710963119,-Inf
5141,2.7110476039,-Inf
5142,2.7111320723,-Inf
5143,2.7112165243,-Inf
5144,2.7113009599,-Inf
5145,2.7113853791,-Inf
5146,2.7114697819,-Inf
5147,2.7115541683,-Inf
5148,2.7116385382,-Inf
5149,2.7117228918,-Inf
5150,2.711807229,-Inf
5151,2.7118915499,-Inf
5152,2.7119758544,-Inf
5153,2.7120601425,-Inf
5154,2.7121444142,-Inf
5155,2.7122286696,-Inf
5156,2.7123129087,-Inf
5157,2.7123971314,-Inf
5158,2.7124813378,-Inf
5159,2.7125655279,-Inf
5160,2.7126497016,-Inf
5161,2.7127338591,-Inf
5162,2.7128180002,-Inf
5163,2.712902125,-Inf
5164,2.7129862336,-Inf
5165,2.7130703259,-Inf
5166,2.7131544018,-Inf
5167,2.7132384615,-Inf
5168,2.713322505,-Inf
5169,2.7134065322,-Inf
5170,2.7134905431,-Inf
5171,2.7135745378,-Inf
5172,2.7136585162,-Inf
5173,2.7137424784,-Inf
5174,2.7138264244,-Inf
5175,2.7139103541,-Inf
5176,2.7139942677,-Inf
5177,2.714078165,-Inf
5178,2.7141620461,-Inf
5179,2.714245911,-Inf
5180,2.7143297597,-Inf
5181,2.7144135923,-Inf
5182,2.7144974086,-Inf
5183,2.7145812088,-Inf
5184,2.7146649929,-Inf
5185,2.7147487607,-Inf
5186,2.7148325124,-Inf
5187,2.714916248,-Inf
5188,2.7149999674,-Inf
5189,2.7150836707,-Inf
5190,2.7151673578,-Inf
5191,2.7152510289,-Inf
5192,2.7153346838,-Inf
5193,2.7154183226,-Inf
5194,2.7155019453,-Inf
5195,2.7155855519,-Inf
5196,2.7156691424,-Inf
5197,2.7157527168,-Inf
5198,2.7158362752,-Inf
5199,2.7159198174,-Inf
5200,2.7160033436,-Inf
5201,2.7160868538,-Inf
5202,2.7161703479,-Inf
5203,2.7162538259,-Inf
5204,2.7163372879,-Inf
5205,2.7164207338,-Inf
5206,2.7165041638,-Inf
5207,2.7165875777,-Inf
5208,2.7166709756,-Inf
5209,2.7167543574,-Inf
5210,2.7168377233,-Inf
5211,2.7169210732,-Inf
5212,2.717004407,-Inf
5213,2.7170877249,-Inf
5214,2.7171710268,-Inf
5215,2.7172543128,-Inf
5216,2.7173375827,-Inf
5217,2.7174208367,-Inf
5218,2.7175040748,-Inf
5219,2.7175872969,-Inf
5220,2.717670503,-Inf
5221,2.7177536932,-Inf
5222,2.7178368675,-Inf
5223,2.7179200258,-Inf
5224,2.7180031683,-Inf
5225,2.7180862948,-Inf
5226,2.7181694054,-Inf
5227,2.7182525001,-Inf
5228,2.7183355789,-Inf
5229,2.7184186418,-Inf
5230,2.7185016889,-Inf
5231,2.71858472,-Inf
5232,2.7186677353,-Inf
5233,2.7187507347,-Inf
5234,2.7188337183,-Inf
5235,2.718916686,-Inf
5236,2.7189996379,-Inf
5237,2.7190825739,-Inf
5238,2.7191654941,-Inf
5239,2.7192483984,-Inf
5240,2.719331287,-Inf
5241,2.7194141597,-Inf
5242,2.7194970166,-Inf
5243,2.7195798577,-Inf
5244,2.719662683,-Inf
5245,2.7197454925,-Inf
5246,2.7198282863,-Inf
5247,2.7199110642,-Inf
5248,2.7199938264,-Inf
5249,2.7200765728,-Inf
5250,2.7201593034,-Inf
5251,2.7202420183,-Inf
5252,2.7203247174,-Inf
5253,2.7204074008,-Inf
5254,2.7204900685,-Inf
5255,2.7205727204,-Inf
5256,2.7206553566,-Inf
5257,2.720737977,-Inf
5258,2.7208205818,-Inf
5259,2.7209031708,-Inf
5260,2.7209857442,-Inf
5261,2.7210683018,-Inf
5262,2.7211508437,-Inf
5263,2.72123337,-Inf
5264,2.7213158806,-Inf
5265,2.7213983755,-Inf
5266,2.7214808548,-Inf
5267,2.7215633184,-Inf
5268,2.7216457663,-Inf
5269,2.7217281986,-Inf
5270,2.7218106152,-Inf
5271,2.7218930162,-Inf
5272,2.7219754016,-Inf
5273,2.7220577713,-Inf
5274,2.7221401255,-Inf
5275,2.722222464,-Inf
5276,2.7223047869,-Inf
5277,2.7223870942,-Inf
5278,2.7224693859,-Inf
5279,2.722551662,-Inf
5280,2.7226339225,-Inf
5281,2.7227161675,-Inf
5282,2.7227983969,-Inf
5283,2.7228806107,-Inf
5284,2.7229628089,-Inf
5285,2.7230449916,-Inf
5286,2.7231271588,-Inf
5287,2.7232093104,-Inf
5288,2.7232914465,-Inf
5289,2.723373567,-Inf
5290,2.723455672,-Inf
5291,2.7235377615,-Inf
5292,2.7236198355,-Inf
5293,2.723701894,-Inf
5294,2.723783937,-Inf
5295,2.7238659644,-Inf
5296,2.7239479764,-Inf
5297,2.7240299729,-Inf
5298,2.724111954,-Inf
5299,2.7241939195,-Inf
5300,2.7242758696,-Inf
5301,2.7243578042,-Inf
5302,2.7244397234,-Inf
5303,2.7245216271,-Inf
5304,2.7246035154,-Inf
5305,2.7246853882,-Inf
5306,2.7247672456,-Inf
5307,2.7248490876,-Inf
5308,2.7249309142,-Inf
5309,2.7250127253,-Inf
5310,2.7250945211,-Inf
5311,2.7251763014,-Inf
5312,2.7252580664,-Inf
5313,2.7253398159,-Inf
5314,2.7254215501,-Inf
5315,2.7255032689,-Inf
5316,2.7255849723,-Inf
5317,2.7256666603,-Inf
5318,2.725748333,-Inf
5319,2.7258299903,-Inf
5320,2.7259116323,-Inf
5321,2.7259932589,-Inf
5322,2.7260748702,-Inf
5323,2.7261564662,-Inf
5324,2.7262380468,-Inf
5325,2.7263196121,-Inf
5326,2.7264011621,-Inf
5327,2.7264826968,-Inf
5328,2.7265642162,-Inf
5329,2.7266457202,-Inf
5330,2.726727209,-Inf
5331,2.7268086825,-Inf
5332,2.7268901407,-Inf
5333,2.7269715837,-Inf
5334,2.7270530114,-Inf
5335,2.7271344238,-Inf
5336,2.7272158209,-Inf
5337,2.7272972028,-Inf
5338,2.7273785695,-Inf
5339,2.7274599209,-Inf
5340,2.727541257,-Inf
5341,2.727622578,-Inf
5342,2.7277038837,-Inf
5343,2.7277851742,-Inf
5344,2.7278664495,-Inf
5345,2.7279477095,-Inf
5346,2.7280289544,-Inf
5347,2.7281101841,-Inf
5348,2.7281913986,-Inf
5349,2.7282725979,-Inf
5350,2.728353782,-Inf
5351,2.728434951,-Inf
5352,2.7285161048,-Inf
5353,2.7285972434,-Inf
5354,2.7286783669,-Inf
5355,2.7287594752,-Inf
5356,2.7288405683,-Inf
5357,2.7289216464,-Inf
5358,2.7290027093,-Inf
5359,2.729083757,-Inf
5360,2.7291647897,-Inf
5361,2.7292458072,-Inf
5362,2.7293268096,-Inf
5363,2.729407797,-Inf
5364,2.7294887692,-Inf
5365,2.7295697263,-Inf
5366,2.7296506683,-Inf
5367,2.7297315953,-Inf
5368,2.7298125072,-Inf
5369,2.729893404,-Inf
5370,2.7299742857,-Inf
5371,2.7300551524,-Inf
5372,2.730136004,-Inf
5373,2.7302168406,-Inf
5374,2.7302976621,-Inf
5375,2.7303784686,-Inf
5376,2.73045926,-Inf
5377,2.7305400365,-Inf
5378,2.7306207979,-Inf
5379,2.7307015443,-Inf
5380,2.7307822757,-Inf
5381,2.730862992,-Inf
5382,2.7309436934,-Inf
5383,2.7310243798,-Inf
5384,2.7311050512,-Inf
5385,2.7311857076,-Inf
5386,2.7312663491,-Inf
5387,2.7313469755,-Inf
5388,2.7314275871,-Inf
5389,2.7315081836,-Inf
5390,2.7315887652,-Inf
5391,2.7316693318,-Inf
5392,2.7317498835,-Inf
5393,2.7318304203,-Inf
5394,2.7319109421,-Inf
5395,2.731991449,-Inf
5396,2.732071941,-Inf
5397,2.7321524181,-Inf
5398,2.7322328802,-Inf
5399,2.7323133275,-Inf
5400,2.7323937598,-Inf
5401,2.7324741773,-Inf
5402,2.7325545799,-Inf
5403,2.7326349675,-Inf
5404,2.7327153403,-Inf
5405,2.7327956983,-Inf
5406,2.7328760414,-Inf
5407,2.7329563696,-Inf
5408,2.7330366829,-Inf
5409,2.7331169814,-Inf
5410,2.7331972651,-Inf
5411,2.7332775339,-Inf
5412,2.7333577879,-Inf
5413,2.7334380271,-Inf
5414,2.7335182514,-Inf
5415,2.733598461,-Inf
5416,2.7336786557,-Inf
5417,2.7337588356,-Inf
5418,2.7338390007,-Inf
5419,2.733919151,-Inf
5420,2.7339992865,-Inf
5421,2.7340794073,-Inf
5422,2.7341595132,-Inf
5423,2.7342396044,-Inf
5424,2.7343196809,-Inf
5425,2.7343997425,-Inf
5426,2.7344797894,-Inf
5427,2.7345598216,-Inf
5428,2.734639839,-Inf
5429,2.7347198417,-Inf
5430,2.7347998296,-Inf
5431,2.7348798028,-Inf
5432,2.7349597613,-Inf
5433,2.735039705,-Inf
5434,2.7351196341,-Inf
5435,2.7351995484,-Inf
5436,2.7352794481,-Inf
5437,2.735359333,-Inf
5438,2.7354392033,-Inf
5439,2.7355190588,-Inf
5440,2.7355988997,-Inf
5441,2.7356787259,-Inf
5442,2.7357585374,-Inf
5443,2.7358383343,-Inf
5444,2.7359181165,-Inf
5445,2.7359978841,-Inf
5446,2.736077637,-Inf
5447,2.7361573753,-Inf
5448,2.7362370989,-Inf
5449,2.7363168079,-Inf
5450,2.7363965023,-Inf
5451,2.736476182,-Inf
5452,2.7365558472,-Inf
5453,2.7366354977,-Inf
5454,2.7367151336,-Inf
5455,2.7367947549,-Inf
5456,2.7368743616,-Inf
5457,2.7369539538,-Inf
5458,2.7370335313,-Inf
5459,2.7371130943,-Inf
5460,2.7371926427,-Inf
5461,2.7372721765,-Inf
5462,2.7373516958,-Inf
5463,2.7374312005,-Inf
5464,2.7375106907,-Inf
5465,2.7375901663,-Inf
5466,2.7376696274,-Inf
5467,2.7377490739,-Inf
5468,2.7378285059,-Inf
5469,2.7379079234,-Inf
5470,2.7379873263,-Inf
5471,2.7380667148,-Inf
5472,2.7381460887,-Inf
5473,2.7382254481,-Inf
5474,2.7383047931,-Inf
5475,2.7383841235,-Inf
5476,2.7384634395,-Inf
5477,2.7385427409,-Inf
5478,2.7386220279,-Inf
5479,2.7387013004,-Inf
5480,2.7387805585,-Inf
5481,2.7388598021,-Inf
5482,2.7389390312,-Inf
5483,2.7390182459,-Inf
5484,2.7390974461,-Inf
5485,2.7391766319,-Inf
5486,2.7392558033,-Inf
5487,2.7393349602,-Inf
5488,2.7394141027,-Inf
5489,2.7394932308,-Inf
5490,2.7395723445,-Inf
5491,2.7396514437,-Inf
5492,2.7397305286,-Inf
5493,2.739809599,-Inf
5494,2.7398886551,-Inf
5495,2.7399676968,-Inf
5496,2.7400467241,-Inf
5497,2.740125737,-Inf
5498,2.7402047355,-Inf
5499,2.7402837197,-Inf
5500,2.7403626895,-Inf
5501,2.7404416449,-Inf
5502,2.7405205861,-Inf
5503,2.7405995128,-Inf
5504,2.7406784252,-Inf
5505,2.7407573233,-Inf
5506,2.7408362071,-Inf
5507,2.7409150765,-Inf
5508,2.7409939316,-Inf
5509,2.7410727724,-Inf
5510,2.7411515989,-Inf
5511,2.741230411,-Inf
5512,2.7413092089,-Inf
5513,2.7413879925,-Inf
5514,2.7414667618,-Inf
5515,2.7415455168,-Inf
5516,2.7416242575,-Inf
5517,2.741702984,-Inf
5518,2.7417816961,-Inf
5519,2.7418603941,-Inf
5520,2.7419390777,-Inf
5521,2.7420177471,-Inf
5522,2.7420964023,-Inf
5523,2.7421750432,-Inf
5524,2.7422536699,-Inf
5525,2.7423322824,-Inf
5526,2.7424108806,-Inf
5527,2.7424894646,-Inf
5528,2.7425680344,-Inf
5529,2.7426465899,-Inf
5530,2.7427251313,-Inf
5531,2.7428036585,-Inf
5532,2.7428821714,-Inf
5533,2.7429606702,-Inf
5534,2.7430391548,-Inf
5535,2.7431176252,-Inf
5536,2.7431960814,-Inf
5537,2.7432745235,-Inf
5538,2.7433529514,-Inf
5539,2.7434313651,-Inf
5540,2.7435097647,-Inf
5541,2.7435881502,-Inf
5542,2.7436665214,-Inf
5543,2.7437448786,-Inf
5544,2.7438232216,-Inf
5545,2.7439015505,-Inf
5546,2.7439798652,-Inf
5547,2.7440581659,-Inf
5548,2.7441364524,-Inf
5549,2.7442147248,-Inf
5550,2.7442929831,-Inf
5551,2.7443712273,-Inf
5552,2.7444494574,-Inf
5553,2.7445276735,-Inf
5554,2.7446058754,-Inf
5555,2.7446840633,-Inf
5556,2.7447622371,-Inf
5557,2.7448403968,-Inf
5558,2.7449185424,-Inf
5559,2.744996674,-Inf
5560,2.7450747916,-Inf
5561,2.7451528951,-Inf
5562,2.7452309845,-Inf
5563,2.7453090599,-Inf
5564,2.7453871213,-Inf
5565,2.7454651687,-Inf
5566,2.745543202,-Inf
5567,2.7456212213,-Inf
5568,2.7456992266,-Inf
5569,2.7457772179,-Inf
5570,2.7458551952,-Inf
5571,2.7459331585,-Inf
5572,2.7460111078,-Inf
5573,2.7460890431,-Inf
5574,2.7461669644,-Inf
5575,2.7462448717,-Inf
5576,2.7463227651,-Inf
5577,2.7464006445,-Inf
5578,2.7464785099,-Inf
5579,2.7465563614,-Inf
5580,2.7466341989,-Inf
5581,2.7467120225,-Inf
5582,2.7467898322,-Inf
5583,2.7468676279,-Inf
5584,2.7469454096,-Inf
5585,2.7470231775,-Inf
5586,2.7471009314,-Inf
5587,2.7471786714,-Inf
5588,2.7472563974,-Inf
5589,2.7473341096,-Inf
5590,2.7474118079,-Inf
5591,2.7474894923,-Inf
5592,2.7475671627,-Inf
5593,2.7476448193,-Inf
5594,2.747722462,-Inf
5595,2.7478000909,-Inf
5596,2.7478777058,-Inf
5597,2.7479553069,-Inf
5598,2.7480328941,-Inf
5599,2.7481104675,-Inf
5600,2.748188027,-Inf
5601,2.7482655727,-Inf
5602,2.7483431045,-Inf
5603,2.7484206225,-Inf
5604,2.7484981266,-Inf
5605,2.7485756169,-Inf
5606,2.7486530934,-Inf
5607,2.7487305561,-Inf
5608,2.748808005,-Inf
5609,2.74888544,-Inf
5610,2.7489628613,-Inf
5611,2.7490402687,-Inf
5612,2.7491176624,-Inf
5613,2.7491950422,-Inf
5614,2.7492724083,-Inf
