"log10.xvals" "log10.ccdf"
"1" -1 0
"2" -0.698970004336019 -0.00139495692818584
"3" -0.522878745280338 -0.00280486955204247
"4" -0.397940008672038 -0.00426660388389828
"5" -0.301029995663981 -0.011735413392004
"6" -0.221848749616356 -0.0141553945764882
"7" -0.154901959985743 -0.0157367222137931
"8" -0.0969100130080564 -0.0198024344971368
"9" -0.0457574905606751 -0.0214263338458686
"10" 0 -0.0466181099758709
"11" 0.0413926851582251 -0.0473303198493541
"12" 0.0791812460476249 -0.0508739380957796
"13" 0.113943352306837 -0.0523135896303564
"14" 0.146128035678238 -0.0532172698674138
"15" 0.176091259055681 -0.0707911334113355
"16" 0.204119982655925 -0.0732016888079064
"17" 0.230448921378274 -0.074624848932662
"18" 0.255272505103306 -0.0759783988458583
"19" 0.278753600952829 -0.11416894822372
"20" 0.301029995663981 -0.114635586167182
"21" 0.322219294733919 -0.115984212121577
"22" 0.342422680822206 -0.116588724436032
"23" 0.361727836017593 -0.11751410197039
"24" 0.380211241711606 -0.130217637493051
"25" 0.397940008672038 -0.130842304621172
"26" 0.414973347970818 -0.131960524300891
"27" 0.431363764158987 -0.13260886187623
"28" 0.447158031342219 -0.132926336352638
"29" 0.462397997898956 -0.174573874464295
"30" 0.477121254719662 -0.175102411885582
"31" 0.491361693834273 -0.175904217679541
"32" 0.505149978319906 -0.177019864344317
"33" 0.518513939877888 -0.17737935378699
"34" 0.531478917042255 -0.185603319273707
"35" 0.544068044350276 -0.186400819326853
"36" 0.556302500767287 -0.187407758993305
"37" 0.568201724066995 -0.188521304386015
"38" 0.57978359661681 -0.225611835772025
"39" 0.591064607026499 -0.225760382722606
"40" 0.602059991327962 -0.226381334511724
"41" 0.612783856719736 -0.227196039328853
"42" 0.6232492903979 -0.227459173691976
"43" 0.633468455579587 -0.232977714418607
"44" 0.643452676486187 -0.233502305264
"45" 0.653212513775344 -0.233965182453464
"46" 0.662757831681574 -0.234589066441341
"47" 0.672097857935718 -0.234945974383195
"48" 0.681241237375587 -0.282997638945581
"49" 0.690196080028514 -0.283167174205948
"50" 0.698970004336019 -0.283726111840246
"51" 0.707570176097936 -0.284205774455304
"52" 0.716003343634799 -0.28489621892296
"53" 0.724275869600789 -0.287507799410911
"54" 0.732393759822969 -0.28803200534394
"55" 0.740362689494244 -0.288253975393421
"56" 0.7481880270062 -0.288900352267741
"57" 0.755874855672491 -0.32367003896178
"58" 0.763427993562937 -0.32367003896178
"59" 0.770852011642144 -0.324239792381513
"60" 0.778151250383644 -0.325392539512282
"61" 0.785329835010767 -0.325733460230692
"62" 0.792391689498254 -0.328625529535945
"63" 0.799340549453582 -0.328758453091012
"64" 0.806179973983887 -0.330234419864283
"65" 0.812913356642856 -0.33053466571248
"66" 0.819543935541869 -0.33082398765947
"67" 0.826074802700826 -0.361814110018113
"68" 0.832508912706236 -0.362364379921438
