"log10.xvals" "log10.ccdf"
"1" -1 -0.00100680998008066
"2" -0.698970004336019 -0.00198709403066711
"3" -0.522878745280338 -0.00308533047884665
"4" -0.397940008672038 -0.0040123201198059
"5" -0.301029995663981 -0.00730167372133985
"6" -0.221848749616356 -0.00806205482665862
"7" -0.154901959985743 -0.00861856106744433
"8" -0.0969100130080564 -0.00993945368689551
"9" -0.0457574905606751 -0.0185496208338445
"10" 0 -0.0190897135298342
"11" 0.0413926851582251 -0.0201418204203417
"12" 0.0791812460476249 -0.0205332530578391
"13" 0.113943352306837 -0.020804451702359
"14" 0.146128035678238 -0.0293274652803425
"15" 0.176091259055681 -0.0294504426227764
"16" 0.204119982655925 -0.0295426984875743
"17" 0.230448921378274 -0.0302506452819799
"18" 0.255272505103306 -0.0302506452819799
"19" 0.278753600952829 -0.049621616993496
"20" 0.301029995663981 -0.0499116084971764
"21" 0.322219294733919 -0.0500405557908503
"22" 0.342422680822206 -0.0501050437977849
"23" 0.361727836017593 -0.0589658446405297
"24" 0.380211241711606 -0.0590645890758112
"25" 0.397940008672038 -0.059624565352138
"26" 0.414973347970818 -0.0599543007577759
"27" 0.431363764158987 -0.0599872880717489
"28" 0.447158031342219 -0.0931907358204928
"29" 0.462397997898956 -0.0938321817953321
"30" 0.477121254719662 -0.0941889504688939
"31" 0.491361693834273 -0.0944388630388485
"32" 0.505149978319906 -0.102185641102783
"33" 0.518513939877888 -0.102403824720486
"34" 0.531478917042255 -0.102549341385242
"35" 0.544068044350276 -0.103095463536978
"36" 0.556302500767287 -0.103314104831361
"37" 0.568201724066995 -0.134046048860488
"38" 0.57978359661681 -0.1341243001187
"39" 0.591064607026499 -0.134241703448607
"40" 0.602059991327962 -0.134241703448607
"41" 0.612783856719736 -0.138845366432524
"42" 0.6232492903979 -0.139082772314112
"43" 0.633468455579587 -0.139161936456129
"44" 0.643452676486187 -0.139201523939125
"45" 0.653212513775344 -0.139201523939125
"46" 0.662757831681574 -0.18250264081817
"47" 0.672097857935718 -0.182852701880471
"48" 0.681241237375587 -0.183203045335511
"49" 0.690196080028514 -0.183378323102759
"50" 0.698970004336019 -0.186148320077099
"51" 0.707570176097936 -0.186192431039699
"52" 0.716003343634799 -0.186368919706926
"53" 0.724275869600789 -0.18663378725848
"54" 0.732393759822969 -0.186677947559693
"55" 0.740362689494244 -0.220462219019899
"56" 0.7481880270062 -0.220844268291868
"57" 0.755874855672491 -0.221083219869783
"58" 0.763427993562937 -0.221322302992751
"59" 0.770852011642144 -0.224201613971894
"60" 0.778151250383644 -0.224683360534773
"61" 0.785329835010767 -0.224827988770079
"62" 0.792391689498254 -0.224924434358284
"63" 0.799340549453582 -0.225020901369321
"64" 0.806179973983887 -0.257305784706229
"65" 0.812913356642856 -0.257513680584734
"66" 0.819543935541869 -0.257825711120419
"67" 0.826074802700826 -0.257877738012594
"68" 0.832508912706236 -0.261010812670136
"69" 0.838849090737255 -0.26111563875848
"70" 0.845098040014257 -0.261325366871649
"71" 0.851258348719075 -0.261587669520139
"72" 0.857332496431269 -0.261692634954343
"73" 0.863322860120456 -0.299109160088083
"74" 0.869231719730976 -0.299109160088083
"75" 0.8750612633917 -0.299452566391087
"76" 0.880813592280791 -0.299452566391087
"77" 0.886490725172482 -0.301748907402227
"78" 0.89209460269048 -0.301979210725616
"79" 0.897627091290441 -0.302094408201597
"80" 0.903089986991944 -0.302440184081251
"81" 0.90848501887865 -0.302440184081251
"82" 0.913813852383717 -0.316799787548894
"83" 0.919078092376074 -0.316918984607939
"84" 0.924279286061882 -0.316918984607939
"85" 0.929418925714293 -0.317276772200799
"86" 0.934498451243568 -0.318351906936962
"87" 0.939519252618619 -0.318651028432294
"88" 0.944482672150169 -0.318710877461797
"89" 0.949390006644913 -0.31883060026942
"90" 0.954242509439325 -0.31883060026942
"91" 0.959041392321094 -0.377798663486517
"92" 0.963787827345555 -0.378004441496481
"93" 0.968482948553935 -0.378210317054687
"94" 0.973127853599699 -0.378484969700618
"95" 0.977723605288848 -0.379998671898709
"96" 0.982271233039568 -0.379998671898709
"97" 0.986771734266245 -0.379998671898709
"98" 0.991226075692495 -0.380343432162828
"99" 0.99563519459755 -0.380343432162828
"100" 1 -0.39593336393159
"101" 1.00432137378264 -0.39593336393159
"102" 1.00860017176192 -0.396362579399143
"103" 1.01283722470517 -0.396362579399143
